conversation	sent_id	token_id	token
15	7	2	do
15	7	3	you
15	7	4	manage
15	7	5	to
15	7	6	keep
15	7	7	your
15	7	8	kitchen
15	7	9	clean
15	7	10	and
15	7	11	organized
15	7	12	while
15	7	13	cooking
15	7	14	meals
15	7	15	?
			
15	8	1	I
15	8	2	try
15	8	3	to
15	8	4	clean
15	8	5	as
15	8	6	I
15	8	7	go
15	8	8	by
15	8	9	washing
15	8	10	the
15	8	11	dishes
15	8	12	and
15	8	13	wiping
15	8	14	down
15	8	15	surfaces
15	8	16	while
15	8	17	cooking
15	8	18	.
			
15	9	1	That
15	9	2	's
15	9	3	efficient
15	9	4	!
15	9	5	Do
15	9	6	you
15	9	7	have
15	9	8	a
15	9	9	favorite
15	9	10	recipe
			
			
16	1	1	How
16	1	2	was
16	1	3	your
16	1	4	day
16	1	5	today
16	1	6	?
16	1	7	What
16	1	8	did
16	1	9	you
16	1	10	do
16	1	11	earlier
16	1	12	?
			
16	2	1	I
16	2	2	woke
16	2	3	up
16	2	4	early
16	2	5	and
16	2	6	started
16	2	7	preparing
16	2	8	breakfast
16	2	9	in
16	2	10	the
16	2	11	kitchen
16	2	12	.
			
16	3	1	What
16	3	2	did
16	3	3	you
16	3	4	decide
16	3	5	to
16	3	6	make
16	3	7	for
16	3	8	breakfast
16	3	9	?
			
16	4	1	I
16	4	2	made
16	4	3	some
16	4	4	scrambled
16	4	5	eggs
16	4	6	and
16	4	7	toast
16	4	8	this
16	4	9	morning
16	4	10	.
			
16	5	1	Sounds
16	5	2	delicious
16	5	3	!
16	5	4	Did
16	5	5	you
16	5	6	clean
16	5	7	up
16	5	8	the
16	5	9	kitchen
16	5	10	afterwards
16	5	11	?
			
16	6	1	Yes
16	6	2	,
16	6	3	I
16	6	4	did
16	6	5	.
16	6	6	I
16	6	7	washed
16	6	8	the
16	6	9	dishes
16	6	10	and
16	6	11	wiped
16	6	12	down
16	6	13	the
16	6	14	countertops
16	6	15	.
			
16	7	1	Good
16	7	2	job
16	7	3	on
16	7	4	keeping
16	7	5	the
16	7	6	kitchen
16	7	7	tidy
16	7	8	.
16	7	9	How
16	7	10	do
16	7	11	you
16	7	12	usually
16	7	13	plan
16	7	14	lunch
16	7	15	?
			
16	8	1	I
16	8	2	usually
16	8	3	decide
16	8	4	based
16	8	5	on
16	8	6	what
16	8	7	ingredients
16	8	8	I
16	8	9	have
16	8	10	at
16	8	11	the
16	8	12	time
16	8	13	.
16	8	14	It
16	8	15	varies
16	8	16	each
16	8	17	day
16	8	18	.
			
			
17	1	1	How
17	1	2	do
17	1	3	you
17	1	4	typically
17	1	5	start
17	1	6	your
17	1	7	day
17	1	8	,
17	1	9	regarding
17	1	10	domestic
17	1	11	tasks
17	1	12	?
			
17	2	1	I
17	2	2	start
17	2	3	by
17	2	4	tidying
17	2	5	up
17	2	6	my
17	2	7	living
17	2	8	space
17	2	9	and
17	2	10	preparing
17	2	11	breakfast
17	2	12	.
			
17	3	1	When
17	3	2	do
17	3	3	you
17	3	4	usually
17	3	5	find
17	3	6	time
17	3	7	to
17	3	8	do
17	3	9	household
17	3	10	cleaning
17	3	11	?
			
17	4	1	I
17	4	2	prefer
17	4	3	doing
17	4	4	a
17	4	5	little
17	4	6	house
17	4	7	cleaning
17	4	8	each
17	4	9	day
17	4	10	rather
17	4	11	than
17	4	12	all
17	4	13	at
17	4	14	once
17	4	15	.
			
17	5	1	How
17	5	2	about
17	5	3	cooking
17	5	4	meals
17	5	5	,
17	5	6	when
17	5	7	do
17	5	8	you
17	5	9	manage
17	5	10	that
17	5	11	?
			
17	6	1	I
17	6	2	usually
17	6	3	prepare
17	6	4	dinner
17	6	5	in
17	6	6	the
17	6	7	early
17	6	8	evening
17	6	9	.
			
17	7	1	Do
17	7	2	you
17	7	3	have
17	7	4	any
17	7	5	particular
17	7	6	methods
17	7	7	for
17	7	8	organizing
17	7	9	household
17	7	10	chores
17	7	11	?
			
17	8	1	I
17	8	2	like
17	8	3	to
17	8	4	make
17	8	5	a
17	8	6	weekly
17	8	7	cleaning
17	8	8	schedule
17	8	9	to
17	8	10	stay
17	8	11	organized
17	8	12	.
			
17	9	1	That
17	9	2	sounds
17	9	3	like
17	9	4	a
17	9	5	great
17	9	6	idea
17	9	7	.
17	9	8	How
17	9	9	do
17	9	10	you
17	9	11	manage
17	9	12	your
17	9	13	laundry
17	9	14	?
			
17	10	1	I
17	10	2	do
17	10	3	the
17	10	4	laundry
17	10	5	every
17	10	6	Wednesday
17	10	7	and
17	10	8	Sunday
17	10	9	to
17	10	10	stay
17	10	11	on
17	10	12	top
17	10	13	of
17	10	14	it
17	10	15	.
			
			
18	1	1	How
18	1	2	was
18	1	3	your
18	1	4	day
18	1	5	today
18	1	6	?
			
18	2	1	Today
18	2	2	I
18	2	3	cooked
18	2	4	a
18	2	5	big
18	2	6	Sunday
18	2	7	dinner
18	2	8	for
18	2	9	my
18	2	10	family
18	2	11	.
			
18	3	1	That
18	3	2	sounds
18	3	3	nice
18	3	4	!
18	3	5	When
18	3	6	do
18	3	7	you
18	3	8	usually
18	3	9	prepare
18	3	10	your
18	3	11	meals
18	3	12	?
			
18	4	1	I
18	4	2	prepare
18	4	3	meals
18	4	4	in
18	4	5	the
18	4	6	morning
18	4	7	to
18	4	8	have
18	4	9	everything
18	4	10	ready
18	4	11	by
18	4	12	evening
18	4	13	.
			
18	5	1	Do
18	5	2	you
18	5	3	make
18	5	4	a
18	5	5	menu
18	5	6	for
18	5	7	the
18	5	8	week
18	5	9	in
18	5	10	advance
18	5	11	?
			
18	6	1	Yes
18	6	2	,
18	6	3	I
18	6	4	make
18	6	5	a
18	6	6	menu
18	6	7	plan
18	6	8	every
18	6	9	Sunday
18	6	10	.
			
18	7	1	How
18	7	2	does
18	7	3	planning
18	7	4	ahead
18	7	5	help
18	7	6	you
18	7	7	with
18	7	8	meal
18	7	9	preparation
18	7	10	?
			
18	8	1	It
18	8	2	helps
18	8	3	me
18	8	4	to
18	8	5	shop
18	8	6	efficiently
18	8	7	and
18	8	8	makes
18	8	9	cooking
18	8	10	easier
18	8	11	during
18	8	12	the
18	8	13	week
18	8	14	.
			
18	9	1	That
18	9	2	's
18	9	3	a
18	9	4	great
18	9	5	strategy
18	9	6	to
18	9	7	stay
18	9	8	organized
18	9	9	in
18	9	10	the
18	9	11	kitchen
18	9	12	!
			
			
19	1	1	How
19	1	2	do
19	1	3	you
19	1	4	usually
19	1	5	start
19	1	6	your
19	1	7	mornings
19	1	8	at
19	1	9	home
19	1	10	?
			
19	2	1	I
19	2	2	start
19	2	3	by
19	2	4	preparing
19	2	5	breakfast
19	2	6	for
19	2	7	myself
19	2	8	and
19	2	9	my
19	2	10	spouse
19	2	11	.
			
19	3	1	What
19	3	2	time
19	3	3	do
19	3	4	you
19	3	5	usually
19	3	6	sit
19	3	7	down
19	3	8	to
19	3	9	have
19	3	10	your
19	3	11	breakfast
19	3	12	?
			
19	4	1	We
19	4	2	usually
19	4	3	sit
19	4	4	down
19	4	5	around
19	4	6	7:30
19	4	7	in
19	4	8	the
19	4	9	morning
19	4	10	.
			
19	5	1	Do
19	5	2	you
19	5	3	have
19	5	4	a
19	5	5	specific
19	5	6	meal
19	5	7	plan
19	5	8	for
19	5	9	the
19	5	10	week
19	5	11	?
			
19	6	1	Yes
19	6	2	,
19	6	3	I
19	6	4	usually
19	6	5	plan
19	6	6	our
19	6	7	meals
19	6	8	on
19	6	9	Sundays
19	6	10	for
19	6	11	the
19	6	12	entire
19	6	13	week
19	6	14	.
			
19	7	1	How
19	7	2	do
19	7	3	you
19	7	4	manage
19	7	5	to
19	7	6	keep
19	7	7	up
19	7	8	with
19	7	9	the
19	7	10	house
19	7	11	chores
19	7	12	too
19	7	13	?
			
19	8	1	I
19	8	2	have
19	8	3	a
19	8	4	schedule
19	8	5	where
19	8	6	I
19	8	7	dedicate
19	8	8	time
19	8	9	each
19	8	10	day
19	8	11	for
19	8	12	different
19	8	13	chores
19	8	14	.
			
19	9	1	That
19	9	2	sounds
19	9	3	organized
19	9	4	.
19	9	5	How
19	9	6	do
19	9	7	you
19	9	8	unwind
19	9	9	after
19	9	10	a
19	9	11	day
19	9	12	of
19	9	13	housework
19	9	14	?
			
19	10	1	I
19	10	2	like
19	10	3	to
19	10	4	relax
19	10	5	in
19	10	6	the
19	10	7	evening
19	10	8	by
19	10	9	watching
19	10	10	my
19	10	11	favorite
19	10	12	TV
19	10	13	show
19	10	14	.
			
			
20	1	1	How
20	1	2	was
20	1	3	your
20	1	4	day
20	1	5	today
20	1	6	,
20	1	7	did
20	1	8	you
20	1	9	do
20	1	10	anything
20	1	11	interesting
20	1	12	?
			
20	2	1	Oh
20	2	2	,
20	2	3	I
20	2	4	woke
20	2	5	up
20	2	6	early
20	2	7	to
20	2	8	prepare
20	2	9	breakfast
20	2	10	for
20	2	11	my
20	2	12	grandchildren
20	2	13	.
			
20	3	1	That
20	3	2	's
20	3	3	nice
20	3	4	of
20	3	5	you
20	3	6	.
20	3	7	What
20	3	8	did
20	3	9	you
20	3	10	make
20	3	11	for
20	3	12	them
20	3	13	?
			
20	4	1	I
20	4	2	made
20	4	3	scrambled
20	4	4	eggs
20	4	5	and
20	4	6	toast
20	4	7	with
20	4	8	some
20	4	9	fresh
20	4	10	fruit
20	4	11	.
			
20	5	1	Sounds
20	5	2	like
20	5	3	a
20	5	4	delicious
20	5	5	and
20	5	6	healthy
20	5	7	breakfast
20	5	8	.
20	5	9	What
20	5	10	did
20	5	11	you
20	5	12	do
20	5	13	after
20	5	14	that
20	5	15	?
			
20	6	1	I
20	6	2	spent
20	6	3	the
20	6	4	morning
20	6	5	doing
20	6	6	laundry
20	6	7	and
20	6	8	tidying
20	6	9	up
20	6	10	the
20	6	11	house
20	6	12	.
			
20	7	1	It
20	7	2	's
20	7	3	good
20	7	4	to
20	7	5	stay
20	7	6	on
20	7	7	top
20	7	8	of
20	7	9	things
20	7	10	.
20	7	11	Is
20	7	12	there
20	7	13	anything
20	7	14	else
20	7	15	you
20	7	16	did
20	7	17	later
20	7	18	in
20	7	19	the
20	7	20	day
20	7	21	?
			
20	8	1	I
20	8	2	took
20	8	3	a
20	8	4	walk
20	8	5	in
20	8	6	the
20	8	7	garden
20	8	8	and
20	8	9	planted
20	8	10	some
20	8	11	new
20	8	12	flowers
20	8	13	.
			
20	9	1	That
20	9	2	sounds
20	9	3	like
20	9	4	a
20	9	5	relaxing
20	9	6	way
20	9	7	to
20	9	8	end
20	9	9	the
20	9	10	day
20	9	11	.
			
			
21	1	1	How
21	1	2	often
21	1	3	do
21	1	4	you
21	1	5	prepare
21	1	6	your
21	1	7	meals
21	1	8	,
21	1	9	Mrs.
21	1	10	Johnson
21	1	11	?
			
21	2	1	I
21	2	2	cook
21	2	3	my
21	2	4	meals
21	2	5	every
21	2	6	day
21	2	7	,
21	2	8	usually
21	2	9	in
21	2	10	the
21	2	11	evening
21	2	12	.
			
21	3	1	Do
21	3	2	you
21	3	3	have
21	3	4	a
21	3	5	favorite
21	3	6	dish
21	3	7	that
21	3	8	you
21	3	9	like
21	3	10	to
21	3	11	make
21	3	12	?
			
21	4	1	I
21	4	2	love
21	4	3	preparing
21	4	4	spaghetti
21	4	5	bolognese
21	4	6	for
21	4	7	dinner
21	4	8	.
			
21	5	1	How
21	5	2	do
21	5	3	you
21	5	4	usually
21	5	5	plan
21	5	6	out
21	5	7	your
21	5	8	meals
21	5	9	for
21	5	10	the
21	5	11	week
21	5	12	?
			
21	6	1	I
21	6	2	usually
21	6	3	make
21	6	4	a
21	6	5	menu
21	6	6	on
21	6	7	Sunday
21	6	8	and
21	6	9	buy
21	6	10	groceries
21	6	11	accordingly
21	6	12	.
			
21	7	1	That
21	7	2	's
21	7	3	very
21	7	4	organized
21	7	5	of
21	7	6	you
21	7	7	.
21	7	8	How
21	7	9	do
21	7	10	you
21	7	11	manage
21	7	12	to
21	7	13	keep
21	7	14	your
21	7	15	kitchen
21	7	16	clean
21	7	17	while
21	7	18	cooking
21	7	19	?
			
21	8	1	I
21	8	2	clean
21	8	3	as
21	8	4	I
21	8	5	go
21	8	6	and
21	8	7	ensure
21	8	8	to
21	8	9	wash
21	8	10	the
21	8	11	dishes
21	8	12	right
21	8	13	after
21	8	14	eating
21	8	15	.
			
			
22	1	1	How
22	1	2	was
22	1	3	your
22	1	4	morning
22	1	5	today
22	1	6	?
			
22	2	1	I
22	2	2	woke
22	2	3	up
22	2	4	early
22	2	5	and
22	2	6	prepared
22	2	7	breakfast
22	2	8	for
22	2	9	myself
22	2	10	.
			
22	3	1	What
22	3	2	did
22	3	3	you
22	3	4	have
22	3	5	for
22	3	6	breakfast
22	3	7	?
			
22	4	1	I
22	4	2	had
22	4	3	some
22	4	4	toast
22	4	5	and
22	4	6	a
22	4	7	cup
22	4	8	of
22	4	9	coffee
22	4	10	.
			
22	5	1	When
22	5	2	do
22	5	3	you
22	5	4	usually
22	5	5	have
22	5	6	breakfast
22	5	7	?
			
22	6	1	I
22	6	2	usually
22	6	3	have
22	6	4	it
22	6	5	around
22	6	6	7:30
22	6	7	in
22	6	8	the
22	6	9	morning
22	6	10	.
			
22	7	1	What
22	7	2	did
22	7	3	you
22	7	4	do
22	7	5	after
22	7	6	breakfast
22	7	7	today
22	7	8	?
			
22	8	1	After
22	8	2	breakfast
22	8	3	,
22	8	4	I
22	8	5	cleaned
22	8	6	up
22	8	7	the
22	8	8	kitchen
22	8	9	.
			
22	9	1	Do
22	9	2	you
22	9	3	clean
22	9	4	up
22	9	5	the
22	9	6	kitchen
22	9	7	right
22	9	8	after
22	9	9	every
22	9	10	meal
22	9	11	?
			
22	10	1	Yes
22	10	2	,
22	10	3	I
22	10	4	like
22	10	5	to
22	10	6	clean
22	10	7	up
22	10	8	right
22	10	9	away
22	10	10	to
22	10	11	keep
22	10	12	things
22	10	13	tidy
22	10	14	.
			
			
23	1	1	What
23	1	2	do
23	1	3	you
23	1	4	usually
23	1	5	do
23	1	6	on
23	1	7	Sundays
23	1	8	,
23	1	9	Mrs.
23	1	10	Johnson
23	1	11	?
			
23	2	1	I
23	2	2	like
23	2	3	to
23	2	4	prepare
23	2	5	a
23	2	6	big
23	2	7	family
23	2	8	brunch
23	2	9	on
23	2	10	Sunday
23	2	11	mornings
23	2	12	.
			
23	3	1	Sounds
23	3	2	delightful
23	3	3	!
23	3	4	When
23	3	5	do
23	3	6	you
23	3	7	usually
23	3	8	start
23	3	9	preparing
23	3	10	for
23	3	11	that
23	3	12	?
			
23	4	1	I
23	4	2	usually
23	4	3	start
23	4	4	prepping
23	4	5	on
23	4	6	Saturday
23	4	7	afternoon
23	4	8	.
			
23	5	1	And
23	5	2	what
23	5	3	does
23	5	4	your
23	5	5	family
23	5	6	like
23	5	7	to
23	5	8	have
23	5	9	for
23	5	10	brunch
23	5	11	?
			
23	6	1	They
23	6	2	love
23	6	3	homemade
23	6	4	waffles
23	6	5	with
23	6	6	fresh
23	6	7	fruit
23	6	8	and
23	6	9	whipped
23	6	10	cream
23	6	11	.
			
23	7	1	That
23	7	2	sounds
23	7	3	delicious
23	7	4	!
23	7	5	How
23	7	6	do
23	7	7	you
23	7	8	balance
23	7	9	preparing
23	7	10	all
23	7	11	that
23	7	12	food
23	7	13	?
			
23	8	1	It
23	8	2	's
23	8	3	all
23	8	4	about
23	8	5	planning
23	8	6	and
23	8	7	starting
23	8	8	early
23	8	9	,
23	8	10	dear
23	8	11	.
			
			
24	1	1	How
24	1	2	are
24	1	3	you
24	1	4	feeling
24	1	5	today
24	1	6	?
			
24	2	1	I
24	2	2	'm
24	2	3	feeling
24	2	4	well
24	2	5	,
24	2	6	thank
24	2	7	you
24	2	8	.
24	2	9	I
24	2	10	start
24	2	11	my
24	2	12	day
24	2	13	by
24	2	14	making
24	2	15	breakfast
24	2	16	around
24	2	17	7
24	2	18	am
24	2	19	.
			
24	3	1	What
24	3	2	do
24	3	3	you
24	3	4	usually
24	3	5	have
24	3	6	for
24	3	7	breakfast
24	3	8	?
			
24	4	1	I
24	4	2	usually
24	4	3	have
24	4	4	toast
24	4	5	and
24	4	6	a
24	4	7	cup
24	4	8	of
24	4	9	tea
24	4	10	.
24	4	11	I
24	4	12	like
24	4	13	to
24	4	14	keep
24	4	15	it
24	4	16	simple
24	4	17	in
24	4	18	the
24	4	19	mornings
24	4	20	.
			
24	5	1	And
24	5	2	what
24	5	3	about
24	5	4	lunch
24	5	5	?
24	5	6	Do
24	5	7	you
24	5	8	prepare
24	5	9	it
24	5	10	as
24	5	11	well
24	5	12	?
			
24	6	1	Yes
24	6	2	,
24	6	3	I
24	6	4	usually
24	6	5	prepare
24	6	6	my
24	6	7	own
24	6	8	lunch
24	6	9	around
24	6	10	noon
24	6	11	.
24	6	12	Sometimes
24	6	13	I
24	6	14	have
24	6	15	a
24	6	16	salad
24	6	17	or
24	6	18	a
24	6	19	sandwich
24	6	20	.
			
24	7	1	Do
24	7	2	you
24	7	3	enjoy
24	7	4	cooking
24	7	5	your
24	7	6	meals
24	7	7	?
			
24	8	1	Cooking
24	8	2	has
24	8	3	been
24	8	4	a
24	8	5	passion
24	8	6	of
24	8	7	mine
24	8	8	for
24	8	9	many
24	8	10	years
24	8	11	.
24	8	12	I
24	8	13	find
24	8	14	it
24	8	15	a
24	8	16	therapeutic
24	8	17	activity
24	8	18	.
			
24	9	1	That
24	9	2	's
24	9	3	wonderful
24	9	4	to
24	9	5	hear
24	9	6	.
24	9	7	How
24	9	8	often
24	9	9	do
24	9	10	you
24	9	11	do
24	9	12	your
24	9	13	house
			
			
25	1	1	How
25	1	2	do
25	1	3	you
25	1	4	usually
25	1	5	start
25	1	6	your
25	1	7	day
25	1	8	at
25	1	9	home
25	1	10	,
25	1	11	in
25	1	12	terms
25	1	13	of
25	1	14	your
25	1	15	domestic
25	1	16	routine
25	1	17	?
			
25	2	1	Oh
25	2	2	,
25	2	3	I
25	2	4	wake
25	2	5	up
25	2	6	early
25	2	7	to
25	2	8	prepare
25	2	9	breakfast
25	2	10	for
25	2	11	my
25	2	12	family
25	2	13	.
			
25	3	1	What
25	3	2	's
25	3	3	your
25	3	4	favorite
25	3	5	dish
25	3	6	to
25	3	7	cook
25	3	8	for
25	3	9	breakfast
25	3	10	?
			
25	4	1	I
25	4	2	like
25	4	3	making
25	4	4	pancakes
25	4	5	and
25	4	6	fresh
25	4	7	fruit
25	4	8	salad
25	4	9	the
25	4	10	most
25	4	11	.
			
25	5	1	Sounds
25	5	2	delicious
25	5	3	!
25	5	4	What
25	5	5	do
25	5	6	you
25	5	7	do
25	5	8	after
25	5	9	breakfast
25	5	10	?
			
25	6	1	I
25	6	2	tidy
25	6	3	up
25	6	4	the
25	6	5	kitchen
25	6	6	and
25	6	7	then
25	6	8	plan
25	6	9	the
25	6	10	meals
25	6	11	for
25	6	12	the
25	6	13	day
25	6	14	.
			
25	7	1	How
25	7	2	about
25	7	3	lunch
25	7	4	and
25	7	5	dinner
25	7	6	?
25	7	7	When
25	7	8	do
25	7	9	you
25	7	10	typically
25	7	11	start
25	7	12	cooking
25	7	13	?
			
25	8	1	I
25	8	2	start
25	8	3	preparing
25	8	4	lunch
25	8	5	around
25	8	6	midday
25	8	7	and
25	8	8	then
25	8	9	dinner
25	8	10	a
25	8	11	few
25	8	12	hours
25	8	13	before
25	8	14	we
25	8	15	eat
25	8	16	.
			
25	9	1	It
25	9	2	sounds
25	9	3	like
25	9	4	you
25	9	5	have
25	9	6	a
25	9	7	well
25	9	8	-
25	9	9	organized
25	9	10	routine
25	9	11	throughout
25	9	12	the
25	9	13	day
25	9	14	.
			
			
26	1	1	How
26	1	2	do
26	1	3	you
26	1	4	manage
26	1	5	to
26	1	6	keep
26	1	7	your
26	1	8	house
26	1	9	so
26	1	10	tidy
26	1	11	all
26	1	12	the
26	1	13	time
26	1	14	?
			
26	2	1	I
26	2	2	usually
26	2	3	do
26	2	4	the
26	2	5	cleaning
26	2	6	every
26	2	7	morning
26	2	8	,
26	2	9	after
26	2	10	breakfast
26	2	11	.
			
26	3	1	And
26	3	2	what
26	3	3	about
26	3	4	cooking
26	3	5	meals
26	3	6	for
26	3	7	yourself
26	3	8	?
			
26	4	1	I
26	4	2	prepare
26	4	3	my
26	4	4	meals
26	4	5	before
26	4	6	lunchtime
26	4	7	,
26	4	8	usually
26	4	9	simple
26	4	10	recipes
26	4	11	.
			
26	5	1	Do
26	5	2	you
26	5	3	face
26	5	4	any
26	5	5	challenges
26	5	6	with
26	5	7	using
26	5	8	household
26	5	9	appliances
26	5	10	?
			
26	6	1	Yes
26	6	2	,
26	6	3	sometimes
26	6	4	the
26	6	5	newer
26	6	6	ones
26	6	7	can
26	6	8	be
26	6	9	a
26	6	10	bit
26	6	11	tricky
26	6	12	for
26	6	13	me
26	6	14	.
			
26	7	1	How
26	7	2	often
26	7	3	do
26	7	4	you
26	7	5	do
26	7	6	laundry
26	7	7	?
			
26	8	1	I
26	8	2	do
26	8	3	the
26	8	4	laundry
26	8	5	twice
26	8	6	a
26	8	7	week
26	8	8	,
26	8	9	on
26	8	10	Mondays
26	8	11	and
26	8	12	Thursdays
26	8	13	.
			
26	9	1	What
26	9	2	's
26	9	3	your
26	9	4	strategy
26	9	5	for
26	9	6	storing
26	9	7	food
26	9	8	in
26	9	9	the
26	9	10	kitchen
26	9	11	?
			
			
27	1	1	When
27	1	2	do
27	1	3	you
27	1	4	usually
27	1	5	prepare
27	1	6	your
27	1	7	meals
27	1	8	?
			
27	2	1	I
27	2	2	prepare
27	2	3	my
27	2	4	meals
27	2	5	for
27	2	6	lunch
27	2	7	around
27	2	8	noon
27	2	9	.
			
27	3	1	What
27	3	2	is
27	3	3	your
27	3	4	favorite
27	3	5	dish
27	3	6	to
27	3	7	cook
27	3	8	for
27	3	9	lunch
27	3	10	?
			
27	4	1	I
27	4	2	enjoy
27	4	3	making
27	4	4	a
27	4	5	simple
27	4	6	vegetable
27	4	7	stir
27	4	8	-
27	4	9	fry
27	4	10	.
			
27	5	1	Do
27	5	2	you
27	5	3	like
27	5	4	using
27	5	5	any
27	5	6	kitchen
27	5	7	appliances
27	5	8	while
27	5	9	cooking
27	5	10	?
			
27	6	1	Yes
27	6	2	,
27	6	3	I
27	6	4	use
27	6	5	a
27	6	6	skillet
27	6	7	and
27	6	8	a
27	6	9	cutting
27	6	10	board
27	6	11	regularly
27	6	12	.
			
27	7	1	How
27	7	2	do
27	7	3	you
27	7	4	usually
27	7	5	clean
27	7	6	up
27	7	7	after
27	7	8	cooking
27	7	9	?
			
27	8	1	I
27	8	2	wash
27	8	3	the
27	8	4	dishes
27	8	5	right
27	8	6	after
27	8	7	eating
27	8	8	.
			
27	9	1	Do
27	9	2	you
27	9	3	usually
27	9	4	follow
27	9	5	a
27	9	6	specific
27	9	7	routine
27	9	8	for
27	9	9	kitchen
27	9	10	cleanup
27	9	11	?
			
27	10	1	Yes
27	10	2	,
27	10	3	I
27	10	4	have
27	10	5	a
27	10	6	routine
27	10	7	to
27	10	8	clean
27	10	9	the
27	10	10	countertops
27	10	11	and
27	10	12	stovetop
27	10	13	immediately
27	10	14	after
27	10	15	cooking
27	10	16	.
			
			
28	1	1	How
28	1	2	do
28	1	3	you
28	1	4	usually
28	1	5	spend
28	1	6	your
28	1	7	mornings
28	1	8	at
28	1	9	home
28	1	10	?
			
28	2	1	I
28	2	2	start
28	2	3	my
28	2	4	day
28	2	5	by
28	2	6	preparing
28	2	7	breakfast
28	2	8	for
28	2	9	myself
28	2	10	and
28	2	11	reading
28	2	12	the
28	2	13	newspaper
28	2	14	.
			
28	3	1	What
28	3	2	time
28	3	3	do
28	3	4	you
28	3	5	usually
28	3	6	have
28	3	7	lunch
28	3	8	?
			
28	4	1	I
28	4	2	have
28	4	3	lunch
28	4	4	around
28	4	5	noon
28	4	6	,
28	4	7	and
28	4	8	after
28	4	9	that
28	4	10	,
28	4	11	I
28	4	12	relax
28	4	13	for
28	4	14	a
28	4	15	bit
28	4	16	.
			
28	5	1	What
28	5	2	's
28	5	3	your
28	5	4	routine
28	5	5	for
28	5	6	cleaning
28	5	7	the
28	5	8	house
28	5	9	?
			
28	6	1	I
28	6	2	clean
28	6	3	the
28	6	4	house
28	6	5	every
28	6	6	evening
28	6	7	after
28	6	8	dinner
28	6	9	to
28	6	10	keep
28	6	11	it
28	6	12	tidy
28	6	13	.
			
28	7	1	Do
28	7	2	you
28	7	3	have
28	7	4	any
28	7	5	regular
28	7	6	activities
28	7	7	before
28	7	8	going
28	7	9	to
28	7	10	bed
28	7	11	?
			
28	8	1	Before
28	8	2	bedtime
28	8	3	,
28	8	4	I
28	8	5	make
28	8	6	sure
28	8	7	all
28	8	8	the
28	8	9	doors
28	8	10	are
28	8	11	locked
28	8	12	and
28	8	13	turn
28	8	14	off
28	8	15	the
28	8	16	lights
28	8	17	.
			
28	9	1	When
28	9	2	do
28	9	3	you
28	9	4	go
28	9	5	grocery
28	9	6	shopping
28	9	7	?
			
28	10	1	I
28	10	2	prefer
28	10	3	going
28	10	4	grocery
28	10	5	shopping
28	10	6	in
28	10	7	the
28	10	8	mornings
28	10	9	when
28	10	10	the
28	10	11	store
28	10	12	is
28	10	13	not
28	10	14	very
28	10	15	crowded
28	10	16	.
			
			
29	1	1	How
29	1	2	often
29	1	3	do
29	1	4	you
29	1	5	prepare
29	1	6	meals
29	1	7	at
29	1	8	home
29	1	9	?
			
29	2	1	I
29	2	2	try
29	2	3	to
29	2	4	make
29	2	5	breakfast
29	2	6	and
29	2	7	dinner
29	2	8	every
29	2	9	day
29	2	10	.
			
29	3	1	Do
29	3	2	you
29	3	3	have
29	3	4	a
29	3	5	favorite
29	3	6	dish
29	3	7	that
29	3	8	you
29	3	9	enjoy
29	3	10	cooking
29	3	11	?
			
29	4	1	I
29	4	2	love
29	4	3	making
29	4	4	a
29	4	5	simple
29	4	6	spaghetti
29	4	7	aglio
29	4	8	e
29	4	9	olio
29	4	10	for
29	4	11	dinner
29	4	12	.
			
29	5	1	When
29	5	2	do
29	5	3	you
29	5	4	usually
29	5	5	clean
29	5	6	the
29	5	7	house
29	5	8	?
			
29	6	1	I
29	6	2	clean
29	6	3	the
29	6	4	house
29	6	5	every
29	6	6	Saturday
29	6	7	morning
29	6	8	.
			
29	7	1	How
29	7	2	do
29	7	3	you
29	7	4	make
29	7	5	sure
29	7	6	the
29	7	7	laundry
29	7	8	is
29	7	9	done
29	7	10	regularly
29	7	11	?
			
29	8	1	I
29	8	2	do
29	8	3	laundry
29	8	4	every
29	8	5	Wednesday
29	8	6	and
29	8	7	Sunday
29	8	8	.
			
29	9	1	When
29	9	2	do
29	9	3	you
29	9	4	usually
29	9	5	go
29	9	6	grocery
29	9	7	shopping
29	9	8	?
			
29	10	1	I
29	10	2	go
29	10	3	grocery
29	10	4	shopping
29	10	5	every
29	10	6	Monday
29	10	7	morning
29	10	8	.
			
			
30	1	1	How
30	1	2	was
30	1	3	your
30	1	4	day
30	1	5	today
30	1	6	,
30	1	7	did
30	1	8	you
30	1	9	manage
30	1	10	to
30	1	11	prepare
30	1	12	the
30	1	13	meals
30	1	14	?
			
30	2	1	Yes
30	2	2	,
30	2	3	I
30	2	4	woke
30	2	5	up
30	2	6	early
30	2	7	in
30	2	8	the
30	2	9	morning
30	2	10	to
30	2	11	plan
30	2	12	the
30	2	13	meals
30	2	14	for
30	2	15	the
30	2	16	day
30	2	17	.
			
30	3	1	That
30	3	2	's
30	3	3	great
30	3	4	,
30	3	5	do
30	3	6	you
30	3	7	enjoy
30	3	8	cooking
30	3	9	the
30	3	10	meals
30	3	11	yourself
30	3	12	?
			
30	4	1	Yes
30	4	2	,
30	4	3	it
30	4	4	's
30	4	5	one
30	4	6	of
30	4	7	my
30	4	8	favorite
